PMC4992225.nxml.gz-383,"[['34042'], ['34053'], 'In contrast', 'in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_245']"
PMC4992225.nxml.gz-386,"[['34124'], ['34127'], 'but', 'but', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_245']"
PMC4992225.nxml.gz-405,"[['34959'], ['34976'], 'On the other hand', 'on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_255']"
PMC4992225.nxml.gz-446,"[['36575'], ['36585'], 'difference', 'difference', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_267']"
PMC4992225.nxml.gz-449,"[['36665'], ['36672'], 'another', 'alternative_options_controversy', 'alternative_options_controversy', 'PMC4992225.nxml.gz_267']"
PMC4992225.nxml.gz-468,"[['37216'], ['37233'], 'On the other hand', 'on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_273']"
PMC4992225.nxml.gz-470,"[['37239'], ['37249'], 'difference', 'difference', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_273']"
PMC4992225.nxml.gz-497,"[['38283'], ['38285'], 'if', 'if', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_281']"
PMC4992225.nxml.gz-509,"[['38647'], ['38658'], 'differences', 'differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_282']"
PMC4992225.nxml.gz-56,"[['3337'], ['3343'], 'varies', 'varies', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_24']"
PMC4992225.nxml.gz-57,"[['3366'], ['3373'], 'however', 'however', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_24']"
PMC4992225.nxml.gz-58,"[['3396'], ['3405'], 'different', 'different', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PMC4992225.nxml.gz_24']"
