	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
44	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	area	NN	233	237	O	None	None	None
45	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	,	,	237	238	O	None	None	None
46	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	though	IN	239	245	O	None	None	None
47	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	evidence	NN	246	254	O	None	None	None
48	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	suggests	VBZ	255	263	O	None	None	None
49	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	that	IN	264	268	O	None	None	None
50	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	children	NNS	269	277	O	None	None	None
51	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	with	IN	278	282	O	None	None	None
52	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	S	NNP	283	284	O	None	None	None
53	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	-	:	284	285	O	None	None	None
54	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	ECC	NN	285	288	O	None	None	None
55	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	are	VBP	289	292	O	None	None	None
56	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	at	IN	293	295	O	None	None	None
57	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	an	DT	296	298	O	None	None	None
58	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	increased	VBN	299	308	O	None	None	None
59	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	risk	NN	309	313	O	None	None	None
60	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	of	IN	314	316	O	None	None	None
61	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	malnutrition	NN	317	329	O	None	None	None
62	PMC4231606.nxml.gz	PMC4231606.nxml.gz_1	199	330	.	.	329	330	O	None	None	None
63	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	The	DT	331	334	O	None	None	None
64	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	purpose	NN	335	342	O	None	None	None
65	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	of	IN	343	345	O	None	None	None
66	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	this	DT	346	350	O	None	None	None
67	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	study	NN	351	356	O	None	None	None
68	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	was	VBD	357	360	O	None	None	None
69	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	to	TO	361	363	O	None	None	None
70	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	determine	VB	364	373	O	None	None	None
71	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	the	DT	374	377	O	None	None	None
72	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	association	NN	378	389	O	None	None	None
73	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	between	IN	390	397	O	None	None	None
74	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	vitamin	NN	398	405	B	CHEBI_EXT_2021_10_26_Instance_13074	None	None
75	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	D	NNP	406	407	I	CHEBI_EXT_2021_10_26_Instance_13074	None	None
76	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	(	(	408	409	O	None	None	None
77	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	25	CD	409	411	O	None	None	None
78	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	(	(	411	412	O	None	None	None
79	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	OH	NNP	412	414	O	None	None	None
80	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	)	)	414	415	O	None	None	None
81	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	D	NNP	415	416	O	None	None	None
82	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	)	)	416	417	O	None	None	None
83	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	levels	NNS	418	424	O	None	None	None
84	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	and	CC	425	428	O	None	None	None
85	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	S	NNP	429	430	O	None	None	None
86	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	-	:	430	431	O	None	None	None
87	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	ECC	NN	431	434	O	None	None	None
88	PMC4231606.nxml.gz	PMC4231606.nxml.gz_2	331	435	.	.	434	435	O	None	None	None
89	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Methods	NNS	437	444	O	None	None	None
90	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	This	DT	445	449	O	None	None	None
91	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	case	NN	450	454	O	None	None	None
92	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	–	VBZ	454	455	O	None	None	None
93	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	control	NN	455	462	O	None	None	None
94	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	study	NN	463	468	O	None	None	None
95	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	was	VBD	469	472	O	None	None	None
96	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	conducted	VBN	473	482	O	None	None	None
97	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	from	IN	483	487	O	None	None	None
98	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	2009	CD	488	492	O	None	None	None
99	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	to	TO	493	495	O	None	None	None
100	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	2011	CD	496	500	O	None	None	None
101	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	in	IN	501	503	O	None	None	None
102	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	the	DT	504	507	O	None	None	None
103	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	city	NN	508	512	O	None	None	None
104	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	of	IN	513	515	O	None	None	None
105	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Winnipeg	NNP	516	524	O	None	None	None
106	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	,	,	524	525	O	None	None	None
107	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Manitoba	NNP	526	534	O	None	None	None
108	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	,	,	534	535	O	None	None	None
109	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Canada	NNP	536	542	O	None	None	None
110	PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	.	.	542	543	O	None	None	None
111	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	144	CD	544	547	O	None	None	None
112	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	preschool	JJ	548	557	O	None	None	None
113	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	children	NNS	558	566	O	None	None	None
114	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	with	IN	567	571	O	None	None	None
115	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	S	NNP	572	573	O	None	None	None
116	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	-	:	573	574	O	None	None	None
117	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	ECC	NN	574	577	O	None	None	None
118	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	were	VBD	578	582	O	None	None	None
119	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	recruited	VBN	583	592	O	None	None	None
120	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	from	IN	593	597	O	None	None	None
121	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	a	DT	598	599	O	None	None	None
122	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	local	JJ	600	605	O	None	None	None
123	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	health	NN	606	612	O	None	None	None
124	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	centre	NN	613	619	O	None	None	None
125	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	on	IN	620	622	O	None	None	None
126	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	the	DT	623	626	O	None	None	None
127	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	day	NN	627	630	O	None	None	None
128	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	of	IN	631	633	O	None	None	None
129	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	their	PRP$	634	639	O	None	None	None
130	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	slated	VBN	640	646	O	None	None	None
131	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	dental	NN	647	653	O	None	None	None
132	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	surgery	NN	654	661	O	None	None	None
133	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	under	IN	662	667	O	None	None	None
134	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	general	JJ	668	675	O	None	None	None
135	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	anesthetic	NN	676	686	B	CHEBI_EXT_2021_10_26_Instance_13075	None	None
136	PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	.	.	686	687	O	None	None	None
137	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	122	CD	688	691	O	None	None	None
138	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	caries	NNS	692	698	O	None	None	None
139	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	-	:	698	699	O	None	None	None
140	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	free	JJ	699	703	O	None	None	None
141	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	controls	NNS	704	712	O	None	None	None
142	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	were	VBD	713	717	O	None	None	None
143	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	recruited	VBN	718	727	O	None	None	None
144	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	from	IN	728	732	O	None	None	None
145	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	the	DT	733	736	O	None	None	None
146	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	community	NN	737	746	O	None	None	None
147	PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	.	.	746	747	O	None	None	None
148	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	Children	NNP	748	756	O	None	None	None
149	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	underwent	VBD	757	766	O	None	None	None
150	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	a	DT	767	768	O	None	None	None
151	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	blood	NN	769	774	O	None	None	None
152	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	draw	NN	775	779	O	None	None	None
153	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	for	IN	780	783	O	None	None	None
154	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	vitamin	NN	784	791	B	CHEBI_EXT_2021_10_26_Instance_13076	None	None
155	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	D	NNP	792	793	I	CHEBI_EXT_2021_10_26_Instance_13076	None	None
156	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	(	(	794	795	O	None	None	None
157	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	25	CD	795	797	O	None	None	None
158	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	(	(	797	798	O	None	None	None
159	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	OH	NNP	798	800	O	None	None	None
160	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	)	)	800	801	O	None	None	None
161	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	D	NNP	801	802	O	None	None	None
162	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	),	NNP	802	804	O	None	None	None
163	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	calcium	NN	805	812	B	CHEBI_EXT_2021_10_26_Instance_13077	None	None
164	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	,	,	812	813	O	None	None	None
165	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	parathyroid	NN	814	825	B	CHEBI_EXT_2021_10_26_Instance_13078	None	None
166	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	hormone	NN	826	833	I	CHEBI_EXT_2021_10_26_Instance_13078	None	None
167	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	,	,	833	834	O	None	None	None
168	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	and	CC	835	838	O	None	None	None
169	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	albumin	NN	839	846	O	None	None	None
170	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	levels	NNS	847	853	O	None	None	None
171	PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	.	.	853	854	O	None	None	None
172	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	Parents	NNS	855	862	O	None	None	None
173	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	completed	VBD	863	872	O	None	None	None
174	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	an	DT	873	875	O	None	None	None
175	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	interviewed	JJ	876	887	O	None	None	None
176	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	questionnaire	NN	888	901	O	None	None	None
177	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	assessing	VBG	902	911	O	None	None	None
178	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	the	DT	912	915	O	None	None	None
179	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	child	NN	916	921	O	None	None	None
180	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	’	NNP	921	922	O	None	None	None
181	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	s	VBD	922	923	O	None	None	None
182	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	nutritional	JJ	924	935	O	None	None	None
183	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	habits	NNS	936	942	O	None	None	None
184	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	,	,	942	943	O	None	None	None
185	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	oral	JJ	944	948	O	None	None	None
186	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	health	NN	949	955	O	None	None	None
187	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	,	,	955	956	O	None	None	None
188	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	and	CC	957	960	O	None	None	None
189	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	family	NN	961	967	O	None	None	None
190	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	demographics	NNS	968	980	O	None	None	None
191	PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	.	.	980	981	O	None	None	None
192	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	Analyses	NNS	982	990	O	None	None	None
193	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	included	VBD	991	999	O	None	None	None
194	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	descriptive	JJ	1000	1011	O	None	None	None
195	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	and	CC	1012	1015	O	None	None	None
196	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	bivariate	JJ	1016	1025	O	None	None	None
197	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	statistics	NNS	1026	1036	O	None	None	None
198	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	as	RB	1037	1039	O	None	None	None
199	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	well	RB	1040	1044	O	None	None	None
200	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	as	IN	1045	1047	O	None	None	None
201	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	multiple	NNS	1048	1056	O	None	None	None
202	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	and	CC	1057	1060	O	None	None	None
203	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	logistic	JJ	1061	1069	O	None	None	None
204	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	regression	NN	1070	1080	O	None	None	None
205	PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	.	.	1080	1081	O	None	None	None
206	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	A	DT	1082	1083	O	None	None	None
207	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	p	NN	1084	1085	O	None	None	None
208	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	value	NN	1086	1091	O	None	None	None
209	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	≤	VBD	1092	1093	O	None	None	None
210	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	0	CD	1094	1095	O	None	None	None
211	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	.	.	1095	1096	O	None	None	None
212	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	05	CD	1096	1098	O	None	None	None
213	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	was	VBD	1099	1102	O	None	None	None
214	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	significant	JJ	1103	1114	O	None	None	None
215	PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	.	.	1114	1115	O	None	None	None
216	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	Results	VB	1117	1124	O	None	None	None
217	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	The	DT	1125	1128	O	None	None	None
218	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	mean	JJ	1129	1133	O	None	None	None
219	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	age	NN	1134	1137	O	None	None	None
220	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	of	IN	1138	1140	O	None	None	None
221	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	participants	NNS	1141	1153	O	None	None	None
222	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	was	VBD	1154	1157	O	None	None	None
223	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	40	CD	1158	1160	O	None	None	None
224	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1160	1161	O	None	None	None
225	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	8	CD	1161	1162	O	None	None	None
226	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	±	JJ	1163	1164	O	None	None	None
227	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	14	CD	1165	1167	O	None	None	None
228	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1167	1168	O	None	None	None
229	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	1	CD	1168	1169	O	None	None	None
230	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	months	NNS	1170	1176	O	None	None	None
231	PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1176	1177	O	None	None	None
232	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	Children	NNP	1178	1186	O	None	None	None
233	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	with	IN	1187	1191	O	None	None	None
234	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	S	NNP	1192	1193	O	None	None	None
235	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	-	:	1193	1194	O	None	None	None
236	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	ECC	NN	1194	1197	O	None	None	None
237	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	had	VBD	1198	1201	O	None	None	None
238	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	significantly	RB	1202	1215	O	None	None	None
239	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	lower	JJR	1216	1221	O	None	None	None
240	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	mean	NN	1222	1226	O	None	None	None
241	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	25	CD	1227	1229	O	None	None	None
242	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	(	(	1229	1230	O	None	None	None
243	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	OH	NNP	1230	1232	O	None	None	None
244	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	)	)	1232	1233	O	None	None	None
245	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	D	NNP	1233	1234	O	None	None	None
246	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	(	(	1235	1236	O	None	None	None
247	PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	68	CD	1236	1238	O	None	None	None
