PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	in	IN	501	503	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	the	DT	504	507	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	city	NN	508	512	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	of	IN	513	515	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Winnipeg	NNP	516	524	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	,	,	524	525	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Manitoba	NNP	526	534	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	,	,	534	535	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	Canada	NNP	536	542	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_3	437	543	.	.	542	543	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	144	CD	544	547	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	preschool	JJ	548	557	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	children	NNS	558	566	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	with	IN	567	571	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	S	NNP	572	573	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	-	:	573	574	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	ECC	NN	574	577	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	were	VBD	578	582	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	recruited	VBN	583	592	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	from	IN	593	597	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	a	DT	598	599	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	local	JJ	600	605	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	health	NN	606	612	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	centre	NN	613	619	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	on	IN	620	622	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	the	DT	623	626	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	day	NN	627	630	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	of	IN	631	633	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	their	PRP$	634	639	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	slated	VBN	640	646	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	dental	NN	647	653	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	surgery	NN	654	661	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	under	IN	662	667	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	general	JJ	668	675	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	anesthetic	NN	676	686	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_4	544	687	.	.	686	687	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	122	CD	688	691	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	caries	NNS	692	698	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	-	:	698	699	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	free	JJ	699	703	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	controls	NNS	704	712	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	were	VBD	713	717	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	recruited	VBN	718	727	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	from	IN	728	732	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	the	DT	733	736	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	community	NN	737	746	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_5	688	747	.	.	746	747	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	Children	NNP	748	756	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	underwent	VBD	757	766	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	a	DT	767	768	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	blood	NN	769	774	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	draw	NN	775	779	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	for	IN	780	783	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	vitamin	NN	784	791	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	D	NNP	792	793	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	(	(	794	795	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	25	CD	795	797	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	(	(	797	798	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	OH	NNP	798	800	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	)	)	800	801	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	D	NNP	801	802	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	),	NNP	802	804	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	calcium	NN	805	812	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	,	,	812	813	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	parathyroid	NN	814	825	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	hormone	NN	826	833	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	,	,	833	834	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	and	CC	835	838	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	albumin	NN	839	846	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	levels	NNS	847	853	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_6	748	854	.	.	853	854	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	Parents	NNS	855	862	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	completed	VBD	863	872	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	an	DT	873	875	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	interviewed	JJ	876	887	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	questionnaire	NN	888	901	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	assessing	VBG	902	911	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	the	DT	912	915	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	child	NN	916	921	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	’	NNP	921	922	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	s	VBD	922	923	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	nutritional	JJ	924	935	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	habits	NNS	936	942	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	,	,	942	943	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	oral	JJ	944	948	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	health	NN	949	955	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	,	,	955	956	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	and	CC	957	960	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	family	NN	961	967	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	demographics	NNS	968	980	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_7	855	981	.	.	980	981	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	Analyses	NNS	982	990	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	included	VBD	991	999	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	descriptive	JJ	1000	1011	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	and	CC	1012	1015	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	bivariate	JJ	1016	1025	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	statistics	NNS	1026	1036	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	as	RB	1037	1039	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	well	RB	1040	1044	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	as	IN	1045	1047	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	multiple	NNS	1048	1056	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	and	CC	1057	1060	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	logistic	JJ	1061	1069	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	regression	NN	1070	1080	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_8	982	1081	.	.	1080	1081	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	A	DT	1082	1083	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	p	NN	1084	1085	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	value	NN	1086	1091	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	≤	VBD	1092	1093	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	0	CD	1094	1095	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	.	.	1095	1096	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	05	CD	1096	1098	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	was	VBD	1099	1102	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	significant	JJ	1103	1114	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_9	1082	1115	.	.	1114	1115	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	Results	VB	1117	1124	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	The	DT	1125	1128	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	mean	JJ	1129	1133	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	age	NN	1134	1137	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	of	IN	1138	1140	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	participants	NNS	1141	1153	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	was	VBD	1154	1157	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	40	CD	1158	1160	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1160	1161	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	8	CD	1161	1162	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	±	JJ	1163	1164	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	14	CD	1165	1167	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1167	1168	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	1	CD	1168	1169	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	months	NNS	1170	1176	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_10	1117	1177	.	.	1176	1177	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	Children	NNP	1178	1186	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	with	IN	1187	1191	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	S	NNP	1192	1193	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	-	:	1193	1194	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	ECC	NN	1194	1197	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	had	VBD	1198	1201	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	significantly	RB	1202	1215	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	lower	JJR	1216	1221	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	mean	NN	1222	1226	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	25	CD	1227	1229	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	(	(	1229	1230	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	OH	NNP	1230	1232	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	)	)	1232	1233	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	D	NNP	1233	1234	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	(	(	1235	1236	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	68	CD	1236	1238	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	.	.	1238	1239	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	9	CD	1239	1240	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	±	JJ	1241	1242	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	28	CD	1243	1245	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	.	.	1245	1246	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	0	CD	1246	1247	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	nmol	JJ	1248	1252	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	/	NNP	1252	1253	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	L	NNP	1253	1254	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	vs	NN	1255	1257	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	.	.	1257	1258	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	82	CD	1259	1261	O	None	None	None
PMC4231606.nxml.gz	PMC4231606.nxml.gz_11	1178	1424	.	.	1261	1262	O	None	None	None
